County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'Okeechobee','FL','2464','58','130','377','335','322','307','356','224','198','146','11','0 to 119','45','1361','1085','18','2451','13','0','260','1513','2','781','15','920','1543','0','1','2450','856','59','5','0','445','468','2','915','29','82','175','148','160','114','122','40','35','15','0','0 to 94','36','600','94','126','95','429','365','121','121','0','85','2','0','6','920','469','449','915','5','0','5237','8','6178','5245','920','6','08/01/2020','Rest of Florida'
'Franklin','FL','660','7','15','49','60','58','84','147','142','80','18','0','0 to 95','59','377','281','2','655','5','0','22','499','0','121','18','116','542','0','2','653','108','6','2','0','62','52','0','114','1','5','12','20','13','16','27','13','7','2','0','0 to 85','48','66','36','2','10','5','99','10','10','0','4','0','0','2','116','52','64','114','2','0','2432','3','2555','2435','116','2','08/01/2020','Rest of Florida'
'Alachua','FL','18277','262','334','2512','3509','2601','2538','2824','2043','980','606','68','0 to 119','44','10466','7672','139','17979','298','0','875','16436','61','1805','110','3590','14676','6','5','17968','3406','134','38','12','1920','1614','6','3540','54','132','1013','830','434','413','354','220','94','43','3','0 to 103','31','1200','1008','446','886','470','2068','1002','277','11','148','11','1','21','3590','1642','1941','3540','50','0','62897','257','66768','63154','3590','21','08/01/2020','Rest of Florida'
'St. Johns','FL','13386','185','412','1518','1510','1943','2228','2255','1870','989','458','18','0 to 119','50','7246','5973','167','13331','55','0','730','10511','208','2459','272','3264','10074','10','38','13284','2925','303','32','4','1620','1587','21','3228','35','108','763','464','463','524','474','238','129','65','1','0 to 101','40','2109','238','185','696','236','2153','839','267','5','168','5','0','28','3264','1603','1639','3228','36','0','34478','18','37794','34496','3264','28','08/01/2020','Jacksonville Region'
'Unknown','FL','1896','11','20','170','270','270','269','243','159','220','256','8','0 to 120','52','1182','682','32','369','1527','0','4','1734','0','29','16','601','1292','0','3','367','179','0','418','4','79','88','12','179','11','17','107','133','110','97','73','26','15','6','6','0 to 82','36','41','31','19','88','65','25','89','0','5','0','2','1','0','601','290','287','179','422','0','3822','1100','5562','4922','601','0','08/01/2020','Rest of Florida'
'State','FL','1328045','22663','37413','134118','203586','192346','207542','213090','163514','94772','46452','12549','-50 to 225','48','719682','595654','12709','1310360','17677','8','70319','1085829','0','231614','9837','480027','844238','371','3409','1306623','459510','15111','5207','200','243160','227812','3649','474621','8028','18365','73682','93760','79123','76615','61592','35707','20459','11806','891','0 to 120','40','181559','70298','50921','171843','122819','157641','194161','46086','562','26972','372','122','7022','480028','230486','245696','474613','5407','8','3186727','12688','3684875','3199415','480028','7022','08/01/2020','State'
'Gilchrist','FL','1069','28','34','131','138','139','148','159','119','99','74','0','0 to 118','49','613','449','7','1069','0','0','44','741','2','366','10','334','731','0','4','1065','306','28','0','0','175','159','0','334','9','13','53','47','37','40','47','21','30','37','0','0 to 106','46','261','19','24','30','48','235','51','22','0','19','0','0','3','334','159','175','334','0','0','3106','0','3446','3106','334','3','08/02/2020','Rest of Florida'
'Putnam','FL','4485','102','215','519','673','582','674','706','491','334','177','12','0 to 118','47','2688','1745','52','4477','8','0','309','3747','133','992','23','1368','3115','0','2','4475','807','561','0','0','709','638','21','1368','33','122','246','221','201','186','158','96','68','36','1','0 to 100','37','638','370','172','188','255','880','233','248','0','149','0','0','19','1368','638','709','1368','0','0','10612','8','11994','10620','1368','19','08/02/2020','Rest of Florida'
'Taylor','FL','1358','40','49','151','223','196','192','215','171','88','29','4','0 to 118','45','748','587','23','1349','9','0','54','877','3','608','29','372','981','0','5','1344','327','42','3','0','188','181','0','369','1','13','57','82','67','58','47','25','17','5','0','4 to 91','40','189','132','29','19','37','303','29','58','0','19','0','0','3','372','181','191','369','3','0','2744','6','3126','2750','372','3','08/02/2020','Rest of Florida'
'Okaloosa','FL','9727','230','274','1067','1591','1426','1292','1352','1016','812','622','45','0 to 119','46','5677','3937','113','9566','160','1','448','7425','137','1342','122','2931','6749','0','47','9520','2758','144','24','5','1547','1308','47','2902','34','100','525','615','464','407','337','229','128','87','5','0 to 103','38','1423','259','455','765','389','1600','913','235','3','138','1','0','30','2931','1320','1564','2901','29','1','23596','132','26698','23728','2931','30','08/02/2020','Rest of Florida'
'Calhoun','FL','860','13','25','87','105','129','119','143','112','84','43','0','0 to 99','51','488','356','16','860','0','0','29','502','4','255','12','319','540','0','1','859','303','16','0','0','174','144','1','319','2','9','37','47','40','42','48','36','33','25','0','1 to 99','51','232','24','20','43','15','248','56','40','0','26','0','0','7','319','144','174','319','0','0','1967','0','2290','1967','319','7','08/02/2020','Rest of Florida'
'Palm Beach','FL','95506','1548','2652','9015','13289','12570','13813','15222','12535','8534','4698','1630','0 to 119','50','51709','43449','348','94565','939','2','6842','76557','465','22100','611','34226','60871','168','241','94161','33563','361','296','6','17400','16400','124','33924','569','1272','5015','6487','5633','5263','4389','2536','1687','1342','33','0 to 106','41','12582','5333','5577','10432','9397','12718','11809','3553','42','2594','27','15','833','34226','16555','17543','33922','302','2','227657','651','263113','228308','34226','833','08/02/2020','South Florida'
'St. Lucie','FL','15388','281','443','1361','2065','2091','2394','2499','2094','1342','778','40','0 to 119','50','8877','6244','267','15237','151','0','1093','11477','188','3608','126','5210','9910','5','263','14969','5077','113','20','0','2818','2317','55','5190','100','217','703','886','848','837','689','460','272','192','6','0 to 104','43','1639','1077','698','1776','1037','1937','2216','449','2','320','2','1','124','5210','2327','2828','5190','20','0','34881','133','40275','35014','5210','124','08/02/2020','Rest of Florida'
'Pasco','FL','20083','382','568','2006','2741','2860','3191','3258','2709','1621','712','35','0 to 119','49','11362','8644','77','19984','99','0','1292','15268','223','4922','223','6479','13517','2','85','19897','6314','131','33','1','3339','3081','25','6445','102','203','990','1160','1034','1025','841','595','338','183','8','0 to 105','42','3933','434','893','1185','1233','3525','1687','750','9','482','4','1','97','6479','3099','3355','6445','34','0','56645','68','63236','56713','6479','97','08/02/2020','Rest of Florida'
'Gadsden','FL','4183','94','204','416','684','706','707','613','478','183','96','2','0 to 119','44','2684','1481','18','4162','20','1','177','3333','46','869','26','1552','2626','1','4','4158','1492','53','7','0','867','668','10','1545','40','105','215','261','279','261','186','124','56','25','0','0 to 105','40','387','523','189','446','258','654','633','214','0','111','0','0','20','1552','668','874','1544','7','1','10199','16','11801','10215','1552','20','08/02/2020','Rest of Florida'
'Leon','FL','16950','266','507','2901','2897','2414','2417','2511','1890','735','368','44','0 to 119','42','8825','7984','141','16666','283','1','864','14053','201','2778','150','4387','12521','1','41','16625','4251','54','78','4','2261','2019','25','4305','56','186','1505','876','556','479','428','192','67','30','12','0 to 105','28','1250','1330','384','1341','309','2063','1933','299','14','116','11','7','14','4387','2065','2297','4304','82','1','50565','214','55275','50779','4387','14','08/02/2020','Rest of Florida'
'Jefferson','FL','918','19','20','62','110','134','149','174','153','75','21','1','0 to 101','52','439','475','4','910','8','0','27','705','41','240','16','344','574','0','0','910','290','49','5','0','97','242','0','339','4','5','32','63','58','68','58','36','12','8','0','0 to 95','46','99','111','15','114','15','194','130','33','2','23','0','0','5','344','246','98','339','5','0','2212','4','2570','2216','344','5','08/02/2020','Rest of Florida'
'Madison','FL','1727','87','106','198','212','232','251','235','221','121','58','6','0 to 99','46','1069','654','4','1697','30','0','87','1026','53','771','48','643','1081','0','3','1694','402','230','10','1','378','254','0','632','35','54','91','90','93','110','81','51','18','20','0','0 to 98','39','160','426','30','16','37','532','63','108','0','28','0','1','7','643','257','386','632','11','0','4222','19','4893','4241','643','7','08/02/2020','Rest of Florida'
'Liberty','FL','2397','7','16','212','713','583','426','291','102','32','7','8','0 to 105','38','260','2130','7','2397','0','0','9','2024','1','198','6','409','1988','0','0','2397','405','4','0','0','62','346','1','409','2','6','60','100','83','85','58','12','2','1','0','0 to 85','38','240','136','12','21','16','246','147','15','0','6','0','0','2','409','346','62','409','0','0','2649','0','3058','2649','409','2','08/02/2020','Rest of Florida'
'Hamilton','FL','2262','33','55','217','582','446','354','261','188','78','45','3','0 to 118','40','607','1637','18','2254','8','0','66','1916','9','567','12','587','1674','0','1','2253','501','81','4','1','219','363','0','582','22','38','88','133','97','92','67','34','12','4','0','0 to 90','36','250','279','39','14','90','329','163','81','1','21','0','0','3','587','366','221','582','5','0','3347','3','3939','3350','587','3','08/02/2020','Rest of Florida'
'Bay','FL','6693','83','103','751','1100','1058','1125','1069','720','408','223','53','0 to 119','47','3494','3133','66','6611','82','0','678','4988','28','2329','128','3673','3005','0','15','6596','3475','136','60','2','1762','1831','18','3611','47','72','565','747','660','625','476','295','138','48','0','0 to 104','41','2109','389','224','889','324','2193','1094','369','13','144','5','4','21','3673','1866','1788','3611','62','0','19554','38','23300','19592','3673','21','08/02/2020','Rest of Florida'
'Columbia','FL','5679','124','160','451','843','901','861','1002','738','368','221','10','0 to 119','49','2467','3132','80','5656','23','0','542','3165','63','2430','23','2572','3103','0','4','5652','2338','224','8','2','660','1890','12','2562','47','69','242','494','518','452','382','224','105','38','1','0 to 102','43','911','418','101','1132','109','1099','1354','28','1','103','0','0','10','2572','1897','663','2562','10','0','10098','13','12736','10111','2572','10','08/02/2020','Rest of Florida'
'Baker','FL','1308','40','35','173','201','208','207','200','125','83','34','2','0 to 99','44','727','559','22','1248','60','0','133','890','16','414','11','386','902','0','20','1228','295','90','0','1','188','196','1','385','4','14','65','61','77','61','54','23','21','6','0','1 to 97','39','246','67','40','32','13','324','48','50','0','26','0','0','4','386','196','189','385','1','0','3869','59','4316','3928','386','4','08/02/2020','Rest of Florida'
'Holmes','FL','1270','21','37','126','190','183','214','201','184','83','30','1','0 to 119','49','628','627','15','1252','18','0','39','826','5','379','44','445','823','0','2','1250','375','61','6','3','150','284','2','436','7','10','59','97','85','78','49','37','16','7','0','0 to 96','39','281','80','31','44','22','334','80','25','0','11','0','0','2','445','287','156','436','9','0','3629','9','4090','3638','445','2','08/02/2020','Rest of Florida'
'Martin','FL','9940','205','329','932','1157','1243','1310','1629','1536','1095','481','23','0 to 100','53','4977','4554','409','9836','104','0','816','6863','82','3154','106','3637','6254','1','48','9788','3593','20','24','0','1732','1858','23','3613','104','199','579','628','602','556','395','242','193','136','3','0 to 100','39','1580','207','996','830','1745','1253','615','563','4','319','3','1','78','3637','1872','1742','3613','24','0','20805','77','24554','20882','3637','78','08/02/2020','Rest of Florida'
'Hillsborough','FL','79871','1856','2797','9128','13601','12020','12277','12018','8748','4667','2182','577','0 to 119','45','44547','34826','498','79403','468','0','3400','68523','458','9078','448','30118','49551','23','179','79201','29457','533','123','5','15861','13897','232','29990','644','1357','5148','6444','4832','4511','3372','1797','998','550','465','0 to 104','37','9899','3816','3789','12486','7076','8581','14333','2372','16','1282','12','5','347','30118','13953','15933','29990','128','0','195003','349','225893','195352','30118','347','08/02/2020','Tampa Bay Region'
