'OBJECTID', 'OBJECTID_12_13', 'DEPCODE', 'COUNTY', 'COUNTYNAME', 'County', 'State', 'PUIsTotal*', 'PUIAge_0_4*', 'PUIAge_5_14*', 'PUIAge_15_24*', 'PUIAge_25_34*', 'PUIAge_35_44*', 'PUIAge_45_54*', 'PUIAge_55_64*', 'PUIAge_65_74*', 'PUIAge_75_84*', 'PUIAge_85plus*', 'PUIAge_Unkn*', 'PUIAgeRange*', 'PUIAgeMedian*', 'PUIFemale*', 'PUIMale*', 'PUISexUnkn*', 'PUIFLRes*', 'PUINotFLRes*', 'PUIFLResOut*', 'PUIContNo*', 'PUIContUnkn*', 'PUIAgeAvrg*', 'PUITravelNo*', 'PUITravelYes*', 'PUI_TPositive*', 'PUI_TNegative*', 'PUI_TInconc*', 'PUI_TPending*', 'T_Total_Res', 'T_LabPrivate_Res', 'T_LabDOH_Res', 'T_LabPrivate_NonRes', 'T_LabDOH_NonRes', 'C_Female', 'C_Male', 'C_SexUnkn', 'C_AllResTypes', 'C_Age_0_4', 'C_Age_5_14', 'C_Age_15_24', 'C_Age_25_34', 'C_Age_35_44', 'C_Age_45_54', 'C_Age_55_64', 'C_Age_65_74', 'C_Age_75_84', 'C_Age_85plus', 'C_Age_Unkn', 'C_AgeRange', 'C_AgeMedian', 'C_RaceWhite', 'C_RaceBlack', 'C_RaceOther', 'C_RaceUnknown', 'C_HispanicYES', 'C_HispanicNO', 'C_HispanicUnk', 'C_EDYes_Res', 'C_EDYes_NonRes', 'C_HospYes_Res', 'C_HospYes_NonRes', 'C_NonResDeaths', 'C_FLResDeaths', 'CasesAll', 'C_Men', 'C_Women', 'C_FLRes', 'C_NotFLRes', 'C_FLResOut', 'T_NegRes', 'T_NegNotFLRes', 'T_total', 'T_negative', 'T_positive', 'Deaths', 'PUI_EverMon*', 'PUI_MonNow*', 'Shape__Area', 'Shape__Length', 'MedianAge', 'Date'
"58","58","14","027","DESOTO","Desoto","FL","2153","39","47","154","290","287","396","450","267","152","67","4","0 to 102","51","826","1169","158","2143","10","0","12","1959","48","211","6","182","1965","0","6","2137","73","109","0","0","68","105","9","182","2","9","21","44","29","23","27","17","5","5","0","0 to 92","38","151","9","2","20","111","43","28","33","0","24","0","0","7","182","105","68","182","0","0","2373","10","2566","2383","182","7","147","68","1654926851.96404","168390.780925558","62","06/01/2020"
"59","59","18","035","FLAGLER","Flagler","FL","3834","42","38","185","363","447","541","763","759","480","210","6","0 to 119","59","2247","1533","54","3799","35","0","66","3675","37","174","37","189","3641","4","0","3795","159","25","5","0","108","76","0","184","0","4","13","22","23","31","46","33","14","3","0","5 to 94","55","111","26","40","7","23","152","9","31","3","20","2","1","4","189","78","111","184","5","0","4590","30","4814","4620","189","4","58","29","1294754947.55994","220559.838719988","56","06/01/2020"
"60","60","26","051","HENDRY","Hendry","FL","2063","62","59","236","369","316","299","297","181","132","105","7","0 to 119","44","1022","1030","11","2061","2","0","79","1726","32","425","2","431","1630","1","1","2059","397","34","0","0","150","280","1","431","9","8","50","104","88","61","47","24","23","17","0","0 to 101","40","333","50","12","36","301","110","20","76","0","49","0","0","15","431","280","150","431","0","0","2173","2","2607","2175","431","15","462","171","3080878042.06929","290231.154940413","48","06/01/2020"
"61","61","31","061","INDIAN RIVER","Indian River","FL","5087","47","49","281","438","440","607","861","1054","761","535","14","0 to 119","62","3103","1963","21","5016","71","0","121","4734","77","297","58","133","4923","0","31","4987","109","13","9","2","65","57","0","122","0","2","9","14","11","16","17","29","23","12","0","5 to 96","64","82","9","16","15","10","86","26","57","6","32","3","0","10","133","64","69","122","11","0","5665","58","5856","5723","133","10","525","90","1319798862.49319","234087.653130679","64","06/01/2020"
"62","62","6","011","BROWARD","Broward","FL","92420","1041","1338","5890","13252","14036","16362","17788","12424","6639","3458","192","0 to 119","51","50325","40451","1644","90986","1434","0","1732","86128","2336","7327","974","7196","85162","42","20","90927","5814","1213","145","24","3553","3472","2","7027","31","85","578","1136","1136","1318","1304","802","505","301","0","0 to 102","50","3559","2614","671","183","2350","4504","173","2368","66","1504","54","21","314","7196","3580","3614","7027","169","0","100535","1262","109051","101797","7196","314","857","501","3142374056.01305","291881.846057183","50","06/01/2020"
"63","63","17","033","ESCAMBIA","Escambia","FL","17605","435","438","1371","2262","2052","2389","3296","2793","1605","928","36","0 to 119","54","10667","6898","40","14872","2733","0","140","17062","183","637","63","828","16767","8","2","14862","606","62","160","0","394","274","0","668","7","16","80","103","112","104","132","105","105","64","0","0 to 105","54","309","248","18","93","14","497","157","85","0","64","0","0","33","828","332","496","668","160","0","17180","2573","20589","19753","828","33","142","62","1767890300.40206","439974.169549806","54","06/01/2020"
"64","64","47","093","OKEECHOBEE","Okeechobee","FL","1518","21","33","207","176","158","188","236","178","174","136","11","0 to 119","53","906","591","21","1511","7","0","49","1411","2","99","7","84","1434","0","0","1511","61","22","1","0","42","41","0","83","0","5","23","13","15","9","12","4","2","1","0","6 to 87","36","55","15","2","11","33","38","12","4","0","10","1","0","0","84","42","42","83","1","0","1670","6","1760","1676","84","0","96","65","2307690905.70045","272539.677334045","56","06/01/2020"
"65","65","19","037","FRANKLIN","Franklin","FL","460","2","4","24","34","34","48","105","123","71","15","0","0 to 95","63","257","200","3","456","4","0","8","452","0","5","3","2","458","0","0","456","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","25 to 60","42","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","2","1","1","0","601","3","606","604","2","0","3","2","1445840682.56789","446544.245992026","42","06/01/2020"
"66","66","1","001","ALACHUA","Alachua","FL","15207","210","205","1569","2781","2221","2209","2561","1899","912","573","67","0 to 119","47","8829","6224","154","14938","269","0","198","14824","61","407","55","382","14818","7","0","14931","310","53","8","11","217","146","0","363","3","5","56","69","42","59","56","55","22","13","2","0 to 103","47","147","134","30","52","37","274","52","112","5","74","4","0","7","382","155","227","363","19","0","19269","250","19908","19519","382","7","78","57","2510756491.26947","272135.471452184","49","06/01/2020"
"67","67","55","109","ST. JOHNS","St. Johns","FL","9626","129","225","671","960","1411","1589","1757","1621","860","387","16","0 to 119","53","5363","4141","122","9598","28","0","223","9117","208","366","120","260","9341","21","4","9573","202","48","7","3","126","123","1","250","2","6","22","23","33","53","60","42","15","4","0","2 to 97","52","200","17","17","16","15","209","26","61","3","39","3","0","6","260","129","130","250","10","0","10982","18","11282","11000","260","6","161","124","1658206648.51031","344848.248220385","53","06/01/2020"
"68","999","999","999","Unknown","Unknown","FL","1382","0","2","63","147","175","188","175","140","219","271","2","6 to 119","60","949","427","6","127","1255","0","1","1380","0","3","8","84","1296","1","1","126","3","1","79","1","1","3","0","4","0","1","5","24","17","21","7","1","6","2","0","6 to 88","41","1","0","1","2","0","0","4","0","1","0","0","0","0","84","52","32","4","80","0","198","1174","1471","1372","84","0","14","12","426757389.663452","73231.2921286601","36","06/01/2020"
"1","1","21","041","GILCHRIST","Gilchrist","FL","656","11","10","69","81","86","97","105","92","69","36","0","0 to 118","52","400","246","10","656","0","0","8","640","2","34","1","15","640","1","0","655","14","1","0","0","7","8","0","15","0","0","3","1","3","3","3","1","1","0","0","18 to 79","45","11","1","2","1","2","13","0","1","0","0","0","0","0","15","8","7","15","0","0","877","0","893","877","15","0","18","1","920490830.042053","148547.348006441","50","06/02/2020"
"2","2","54","107","PUTNAM","Putnam","FL","3362","67","99","305","484","416","532","573","421","294","160","11","0 to 118","50","2127","1190","45","3354","8","0","72","3113","133","230","19","154","3204","2","2","3350","103","51","0","0","95","59","0","154","0","12","13","23","24","26","15","19","15","7","0","6 to 98","47","90","56","7","1","7","144","3","35","0","21","0","0","6","154","59","95","154","0","0","3689","8","3853","3697","154","6","109","40","2142439482.67719","232574.925675008","42","06/02/2020"
"3","3","62","123","TAYLOR","Taylor","FL","822","33","17","71","109","100","108","151","138","68","23","4","0 to 118","52","466","325","31","815","7","0","15","743","3","91","4","22","799","1","0","814","14","8","0","0","11","11","0","22","0","0","6","6","2","1","5","2","0","0","0","20 to 70","32","22","0","0","0","1","21","0","5","0","3","0","0","0","22","11","11","22","0","0","1005","7","1035","1012","22","0","124","56","2685252568.13834","267348.178950349","47","06/02/2020"
"4","4","46","091","OKALOOSA","Okaloosa","FL","6792","157","128","505","965","964","886","1048","803","728","569","39","0 to 119","52","4146","2601","45","6651","140","1","111","6390","137","239","66","235","6553","2","2","6648","146","81","4","4","121","106","0","227","4","10","13","30","35","31","41","32","25","14","0","0 to 96","52","173","33","21","0","54","173","0","64","2","39","1","0","6","235","111","124","226","8","1","7910","132","8279","8042","235","6","560","191","2369222670.29688","330553.160278386","58","06/02/2020"
"5","5","7","013","CALHOUN","Calhoun","FL","526","5","4","39","45","78","74","90","83","72","35","1","0 to 99","56","313","194","19","526","0","0","3","441","4","52","3","62","463","1","0","525","45","17","0","0","48","14","0","62","0","0","4","3","4","2","2","7","21","19","0","20 to 99","79","44","9","1","8","0","51","11","12","0","6","0","0","4","62","14","48","62","0","0","569","0","633","569","62","4","71","10","1487626835.10838","192207.890331272","52","06/02/2020"
"6","6","50","099","PALM BEACH","Palm Beach","FL","64999","935","1304","4265","7537","7614","9093","11320","10328","7251","3759","1593","0 to 119","55","35846","28872","281","64253","744","2","1631","60650","465","4898","310","6219","58426","222","132","63904","5982","134","97","6","3001","3111","4","6116","66","154","578","980","976","942","889","668","568","396","2","0 to 104","48","2879","1183","914","1140","1951","2935","1230","1604","29","1203","20","13","351","6219","3168","3047","6114","103","2","70100","638","77192","70738","6219","351","734","469","5710098601.29486","464192.459734082","55","06/02/2020"
"7","7","56","111","ST. LUCIE","St. Lucie","FL","9504","152","176","591","1106","1166","1446","1709","1604","1035","489","30","0 to 119","55","5468","3814","222","9357","147","0","362","8547","188","863","72","492","8926","7","79","9271","428","53","11","0","253","228","0","481","3","8","35","85","77","77","73","63","42","29","0","2 to 97","50","238","122","47","74","84","307","90","148","0","102","1","0","31","492","233","259","481","11","0","10856","136","11492","10992","492","31","77","62","1499679486.67142","252832.323289834","58","06/02/2020"
"8","8","51","101","PASCO","Pasco","FL","13250","256","308","902","1540","1778","2103","2376","2114","1291","554","28","0 to 119","53","7760","5444","46","13176","74","0","157","12695","223","493","97","394","12831","6","19","13151","338","46","9","1","203","181","0","384","8","11","31","49","72","78","55","57","18","15","0","0 to 94","49","252","44","49","39","82","256","46","96","4","77","3","1","15","394","187","207","384","10","0","15643","64","16111","15707","394","15","681","208","1975344274.45807","225211.500752162","48","06/02/2020"
"9","9","20","039","GADSDEN","Gadsden","FL","2864","48","88","204","479","492","497","456","382","137","79","2","0 to 119","47","1998","852","14","2846","17","1","27","2664","46","269","14","278","2584","2","0","2845","265","9","4","0","207","67","0","274","2","4","15","61","66","54","30","26","11","9","0","0 to 98","43","106","117","11","40","23","197","54","48","0","44","0","0","3","278","67","211","273","4","1","3885","13","4184","3898","278","3","340","171","1367889846.39806","205127.330650714","45","06/02/2020"
"10","10","37","073","LEON","Leon","FL","12648","186","292","1441","2066","1866","1954","2087","1713","672","340","31","0 to 119","47","6539","5972","137","12420","227","1","139","12048","201","411","81","411","12222","4","11","12406","374","10","26","1","204","180","0","384","2","13","109","73","54","55","64","29","9","3","0","0 to 87","36","139","214","9","22","22","335","27","75","11","37","9","6","7","411","196","215","383","27","1","14845","200","15461","15045","411","7","589","222","1817477697.41779","246081.909627491","43","06/02/2020"
"11","11","33","065","JEFFERSON","Jefferson","FL","558","11","12","20","43","75","78","117","120","64","17","1","0 to 101","58","332","221","5","553","5","0","6","488","41","67","7","29","529","0","0","553","6","21","2","0","15","12","0","27","0","0","1","2","1","3","7","7","4","4","0","22 to 95","66","9","12","6","0","3","23","1","4","2","7","0","0","3","29","14","15","27","2","0","666","3","699","669","29","3","46","9","1581350101.5302","228391.565390175","66","06/02/2020"
"12","12","40","079","MADISON","Madison","FL","1010","42","33","85","112","119","138","146","176","105","47","7","0 to 99","52","643","360","7","987","23","0","24","887","53","214","10","69","939","2","0","985","23","42","4","0","39","26","0","65","2","0","8","4","8","8","16","10","4","9","0","0 to 98","57","21","37","4","3","1","52","12","10","0","4","0","1","4","69","27","42","65","4","0","1044","19","1134","1063","69","4","119","31","1853116752.08771","219176.19751538","56","06/02/2020"
"13","13","39","077","LIBERTY","Liberty","FL","2212","3","4","155","689","561","398","268","93","28","5","8","0 to 92","39","167","2036","9","2212","0","0","1","2003","1","55","0","213","1999","0","0","2212","210","3","0","0","5","208","0","213","0","0","12","55","52","54","36","4","0","0","0","20 to 73","41","110","95","5","3","6","131","76","5","0","1","0","0","1","213","208","5","213","0","0","2037","0","2252","2037","213","1","27","7","2183538740.41838","308797.501184753","49","06/02/2020"
"14","14","24","047","HAMILTON","Hamilton","FL","1934","11","18","147","524","403","313","236","166","69","43","4","0 to 118","41","413","1489","32","1930","4","0","32","1853","9","240","5","239","1694","1","0","1929","230","8","0","1","21","217","0","238","0","1","18","72","51","48","37","9","3","0","0","13 to 84","40","112","104","16","6","27","67","144","16","1","4","0","0","0","239","217","22","238","1","0","1917","3","2160","1920","239","0","5","3","1344926537.82205","232510.619937192","50","06/02/2020"
"15","15","3","005","BAY","Bay","FL","3124","35","31","193","367","410","522","609","436","280","186","55","0 to 119","54","1751","1318","55","3103","21","0","44","3022","28","103","35","99","3023","2","0","3101","74","23","2","0","42","55","0","97","2","1","7","17","15","26","15","11","4","1","0","2 to 93","48","75","12","6","4","25","65","7","28","1","13","1","1","3","99","57","42","97","2","0","3840","19","3960","3859","99","3","35","28","1930770661.49939","558412.990825665","50","06/02/2020"
